id,label,value,text
review:T2fSdeY5PiEWKpLuNfGuIQ,Review,,"Establishments like The Libertine remind me that quality comes at a price.  I wish I had deep enough pockets to be a regular because the drinks are second to none.  This high-class menu can be overwhelming but the bartenders are friendly and very knowledgeable.  The ingredients are fresh and clearly high quality.  The flight of bacon is a must.  It is hard to picture bacon dipped in chocolate sauce as upscale but The Libertine can pull it off.  I was blown away by the oysters with such deep flavors; too bad each one runs $3!  Don't be afraid to try something new, the list of cocktails is seemingly endless."
user:bpgKKIpdAmtqdzJT5X3xRw,User,,
business:v5kwdvmg-J8g-ll0nkc3Sw,Business,,
aspect:T2fSdeY5PiEWKpLuNfGuIQ#1,Aspect,,
opinion:quality comes at a price,Opinion,quality comes at a price,
aspect:T2fSdeY5PiEWKpLuNfGuIQ#2,Aspect,,
opinion:drinks are second to none,Opinion,drinks are second to none,
aspect:T2fSdeY5PiEWKpLuNfGuIQ#3,Aspect,,
opinion:bartenders are friendly and very knowledgeable,Opinion,bartenders are friendly and very knowledgeable,
aspect:T2fSdeY5PiEWKpLuNfGuIQ#4,Aspect,,
opinion:ingredients are fresh and clearly high quality,Opinion,ingredients are fresh and clearly high quality,
aspect:T2fSdeY5PiEWKpLuNfGuIQ#5,Aspect,,
opinion:flight of bacon is a must,Opinion,flight of bacon is a must,
aspect:T2fSdeY5PiEWKpLuNfGuIQ#6,Aspect,,
opinion:bacon dipped in chocolate sauce pulled it off,Opinion,bacon dipped in chocolate sauce pulled it off,
aspect:T2fSdeY5PiEWKpLuNfGuIQ#7,Aspect,,
opinion:oysters with deep flavors,Opinion,oysters with deep flavors,
aspect:T2fSdeY5PiEWKpLuNfGuIQ#8,Aspect,,
opinion:each oyster runs $3,Opinion,each oyster runs $3,
review:8eS_hMoW8IFAkBfq51hY0A,Review,,"Amazing service and gorgeous atmosphere
The food was slightly on the pricier side but might i add worth every penny. You pay for what you get. 
The bakery and restaurant concept is very new and unique. I'm quite a bit of cafe and bakery seeker but so far haven't seen any Greek bakeries around that offer menu items like psomi. 

I came to visit as a result of the reviews of all  the spanakopita pastries and fresh frozen Greek yogurt. PSOMI did not disappoint. I had my first ever baklava latte and baklava frozen yogurt.  it was amazing. My only regret is that now I'm addicted and have to come back ‍‍ lol 

I was not in the mood for lunch but the menu looked amazing so I will have to come back with my boyfriend to try it out. Thank you"
user:Vi3DYtNDYsVs4g4g7o_fvQ,User,,
business:R_Wi9jh57H_OzzAVWO71Bw,Business,,
aspect:8eS_hMoW8IFAkBfq51hY0A#1,Aspect,,
opinion:Amazing service,Opinion,Amazing service,
aspect:8eS_hMoW8IFAkBfq51hY0A#2,Aspect,,
opinion:gorgeous atmosphere,Opinion,gorgeous atmosphere,
aspect:8eS_hMoW8IFAkBfq51hY0A#3,Aspect,,
opinion:slightly on the pricier side,Opinion,slightly on the pricier side,
aspect:8eS_hMoW8IFAkBfq51hY0A#4,Aspect,,
opinion:worth every penny,Opinion,worth every penny,
aspect:8eS_hMoW8IFAkBfq51hY0A#5,Aspect,,
opinion:You pay for what you get,Opinion,You pay for what you get,
aspect:8eS_hMoW8IFAkBfq51hY0A#6,Aspect,,
opinion:very new and unique concept,Opinion,very new and unique concept,
aspect:8eS_hMoW8IFAkBfq51hY0A#7,Aspect,,
opinion:spanakopita pastries did not disappoint,Opinion,spanakopita pastries did not disappoint,
aspect:8eS_hMoW8IFAkBfq51hY0A#8,Aspect,,
opinion:Greek yogurt did not disappoint,Opinion,Greek yogurt did not disappoint,
aspect:8eS_hMoW8IFAkBfq51hY0A#9,Aspect,,
opinion:baklava latte was amazing,Opinion,baklava latte was amazing,
aspect:8eS_hMoW8IFAkBfq51hY0A#10,Aspect,,
opinion:baklava frozen yogurt was amazing,Opinion,baklava frozen yogurt was amazing,
aspect:8eS_hMoW8IFAkBfq51hY0A#11,Aspect,,
opinion:menu looked amazing,Opinion,menu looked amazing,
review:AuM0Sbsi4-UXc93qGR_m5Q,Review,,"Jing Fong is either a hit-or-a-miss. My work, usually orders from here once or twice a month and the only item I really like is their Sesame Chicken. Even with that you are taking a bit of a risk.

I can't imagine how unhealthy this place actually is. Everything is greasy or fried. The sesame chicken I usually get is just a thick, goopy orange sauce drenched on top of some fried chicken. Don't get me wrong it's not bad, but you can't taste the chicken. The chicken is really chewy and somewhat hard. I once tried out the fried vegetables and noodles and it was just not good. 

Portion wise it's pretty small and it you will only have enough food for a medium sized lunch.

I have never stopped in before, so I cannot speak on the staff.

Altogether, it is not great, but I will definitely keep ordering it from my work. If I'm ever in the area, I may stop in."
user:vU9_lZqJQIR8btUYw7fqxA,User,,
business:CUeSlzcKOUKJwYeFtdaKeA,Business,,
aspect:AuM0Sbsi4-UXc93qGR_m5Q#1,Aspect,,
opinion:can't taste the chicken; the chicken is really chewy and somewhat hard,Opinion,can't taste the chicken; the chicken is really chewy and somewhat hard,
aspect:AuM0Sbsi4-UXc93qGR_m5Q#2,Aspect,,
opinion:fried vegetables and noodles were not good,Opinion,fried vegetables and noodles were not good,
aspect:AuM0Sbsi4-UXc93qGR_m5Q#3,Aspect,,
opinion:portion is pretty small; only enough for a medium sized lunch,Opinion,portion is pretty small; only enough for a medium sized lunch,
aspect:AuM0Sbsi4-UXc93qGR_m5Q#4,Aspect,,
"opinion:everything is greasy or fried, making the place unhealthy",Opinion,"everything is greasy or fried, making the place unhealthy",
review:PhL6bdYpLGgnAS3P_Sih4Q,Review,,"Boring. Always boring. Guess I come back because they have nice dart area but it is just so depressing. The music, the people (or lack of) and the staff.  If you have any sort of depression issues you MUST stay away"
user:5u0GkU8U_bo4oyZx6iwPgA,User,,
business:hCepXKyaJ4dQb2WX3KcUpA,Business,,
aspect:PhL6bdYpLGgnAS3P_Sih4Q#1,Aspect,,
opinion:nice dart area,Opinion,nice dart area,
aspect:PhL6bdYpLGgnAS3P_Sih4Q#2,Aspect,,
opinion:depressing music,Opinion,depressing music,
aspect:PhL6bdYpLGgnAS3P_Sih4Q#3,Aspect,,
opinion:lack of people,Opinion,lack of people,
aspect:PhL6bdYpLGgnAS3P_Sih4Q#4,Aspect,,
opinion:staff contributed to depressing atmosphere,Opinion,staff contributed to depressing atmosphere,
review:139sHIgx8lTG_caIs_GTDQ,Review,,Ugh! Where do I begin? I ordered the #6 Pho bowl with well done steak flank what I got were raw strips of fat..broth lacked flavor.. Noodles soggy..just a hot mess..pushed it aside & started on the Asian chicken wings...RAW! So I left that on the table as well..I will never eat here again! Only reason I did because the Pho place across the street closed early & I'm staying at the El Dorado..
user:wZSqPMODAvguRU4oYMKmXA,User,,
business:RvIlsB_kQBqCkTjdmIMDUw,Business,,
aspect:139sHIgx8lTG_caIs_GTDQ#1,Aspect,,
opinion:raw strips of fat,Opinion,raw strips of fat,
aspect:139sHIgx8lTG_caIs_GTDQ#2,Aspect,,
opinion:broth lacked flavor,Opinion,broth lacked flavor,
aspect:139sHIgx8lTG_caIs_GTDQ#3,Aspect,,
opinion:noodles soggy,Opinion,noodles soggy,
aspect:139sHIgx8lTG_caIs_GTDQ#4,Aspect,,
opinion:asian chicken wings raw,Opinion,asian chicken wings raw,
aspect:139sHIgx8lTG_caIs_GTDQ#5,Aspect,,
opinion:hot mess,Opinion,hot mess,
review:N_5OwoNfNd2NIIbiQ4o-1A,Review,,"Cheap food fast. Everyone does it. Good food fast is something that's few and far between. Cookout falls somewhere in the middle for me. 

Walked in and was greeted by Jesus music on the speakers almost as loud as the bars I go to play back home. I guess that's just the south? I digress, goodbye one star. 

The girl behind the counter was more worried about the other guy she was working with and making sure she looked good while flirting to say hello to my party. Whatever. I employ teenagers and know that's mostly all they're worried about. She took our order and it was right, so I'll get over that. 

They have these ""platter"" things that come with a miscellany of odd sides, like a bacon wrap and quesadillas. I partook in the Double Burger, with an bacon wrap and hush puppies as my sides. I also upgraded to a Cheesecake milkshake, and that was an awesome idea. 

The burger was pretty good. A step up from Burger King, but the price point for all the food was only $4.99, so it kind of blew my mind. The sauces were good and the veggies were okay, so their burger was a win in my book. 

Sides were sides. Bacon wrap was weird; two slices of bacon with ranch in a tortilla. Oh, and all the way at the bottom there were like three shreds of cheese. SURPRISE! It's a good idea, but could be executed better. The hush puppies were okay too. They looked like stubby fingers. But, again, I digress. 

If they tone down the Jesus in your face, and the angsty teens, this place would be awesome. But if you're into that stuff, enjoy. 

Happy Eating!!"
user:3mR28S5jJQS-SwvzOPGo5A,User,,
business:AX4XFPDUYK2eeioZFCZgCQ,Business,,
aspect:N_5OwoNfNd2NIIbiQ4o-1A#1,Aspect,,
opinion:Jesus music on the speakers almost as loud as the bars,Opinion,Jesus music on the speakers almost as loud as the bars,
aspect:N_5OwoNfNd2NIIbiQ4o-1A#2,Aspect,,
"opinion:more worried about flirting than serving, not attentive",Opinion,"more worried about flirting than serving, not attentive",
aspect:N_5OwoNfNd2NIIbiQ4o-1A#3,Aspect,,
detail:Appearance,Detail,Appearance,
opinion:making sure she looked good while flirting,Opinion,making sure she looked good while flirting,
aspect:N_5OwoNfNd2NIIbiQ4o-1A#4,Aspect,,
"opinion:burger was pretty good, a step up from Burger King",Opinion,"burger was pretty good, a step up from Burger King",
aspect:N_5OwoNfNd2NIIbiQ4o-1A#5,Aspect,,
opinion:price point for all the food was only $4.99,Opinion,price point for all the food was only $4.99,
aspect:N_5OwoNfNd2NIIbiQ4o-1A#6,Aspect,,
opinion:Cheesecake milkshake was an awesome idea,Opinion,Cheesecake milkshake was an awesome idea,
aspect:N_5OwoNfNd2NIIbiQ4o-1A#7,Aspect,,
opinion:sauces were good and the veggies were okay,Opinion,sauces were good and the veggies were okay,
aspect:N_5OwoNfNd2NIIbiQ4o-1A#8,Aspect,,
opinion:bacon wrap was weird and could be executed better,Opinion,bacon wrap was weird and could be executed better,
aspect:N_5OwoNfNd2NIIbiQ4o-1A#9,Aspect,,
opinion:hush puppies were okay too,Opinion,hush puppies were okay too,
review:oYiNFFe-TCg7smYc3gy7_Q,Review,,Ordered to go...the grouper picatta was wonderful! Good portion and worth every cent. Service was excellant and was ready for pickup as stated in email. Great job!
user:8FfQs1UH7_RxmzRplrdiCg,User,,
business:7PfzN9GmM-Yndv8bIjlwJw,Business,,
aspect:oYiNFFe-TCg7smYc3gy7_Q#1,Aspect,,
opinion:wonderful,Opinion,wonderful,
aspect:oYiNFFe-TCg7smYc3gy7_Q#2,Aspect,,
opinion:good portion,Opinion,good portion,
aspect:oYiNFFe-TCg7smYc3gy7_Q#3,Aspect,,
opinion:worth every cent,Opinion,worth every cent,
aspect:oYiNFFe-TCg7smYc3gy7_Q#4,Aspect,,
opinion:excellant,Opinion,excellant,
aspect:oYiNFFe-TCg7smYc3gy7_Q#5,Aspect,,
opinion:ready for pickup as stated in email,Opinion,ready for pickup as stated in email,
review:thXDCRTdu3bovJMIjdWU_Q,Review,,"Little did I know that the best meal I would have all weekend would be at this little basic diner off the turnpike. Our catered wedding food was terrible and kept repeating (the same 4 vegetarian Indian dishes for lunch AND dinner...) so at least I had this meal to tide me over.

I ordered the fried chicken entree and it came with a small soup, salad, side of fries and 4 pieces of fried chicken! This place had a huge, varied menu and reasonable prices. Service was okay and friendly enough. Quality of food is pretty basic but satisfying if you're hungry, which I was. I didn't want to eat at McDonald's on a road trip so this place saved me from that fate."
user:8DclOINSPldMTgiEbuCdoA,User,,
business:2TW0TCqrRxyolGb3S_uTiA,Business,,
aspect:thXDCRTdu3bovJMIjdWU_Q#1,Aspect,,
opinion:terrible,Opinion,terrible,
aspect:thXDCRTdu3bovJMIjdWU_Q#2,Aspect,,
opinion:pretty basic but satisfying,Opinion,pretty basic but satisfying,
aspect:thXDCRTdu3bovJMIjdWU_Q#3,Aspect,,
opinion:small soup,Opinion,small soup,
aspect:thXDCRTdu3bovJMIjdWU_Q#4,Aspect,,
"opinion:huge, varied menu",Opinion,"huge, varied menu",
aspect:thXDCRTdu3bovJMIjdWU_Q#5,Aspect,,
opinion:reasonable prices,Opinion,reasonable prices,
aspect:thXDCRTdu3bovJMIjdWU_Q#6,Aspect,,
opinion:friendly enough,Opinion,friendly enough,
aspect:thXDCRTdu3bovJMIjdWU_Q#7,Aspect,,
opinion:okay,Opinion,okay,
review:rk9bhpyPEKUFqBEDp4jATA,Review,,"We were looking for a place to grab some dinner in Northeast Philly and stumbled across the Ashburner Inn. We figured we'd get a sandwich or some appetizers, typical bar stuff. When we arrived, we were greeted by a really nice dining room. It was bright, cheery and very clean. As we walked to our table, we noticed nearly everyone was eating pizza. When our waitress told us that it was half price pizza night, we understood why. The brick-oven baked pizzas on the surrounding tables looked good and the price was certainly right! So, we ordered 2 pies.

The pizzas were delicious. They were some of the best I've had in a long time. The crust was light and crispy and the variety of topping choice was great. Besides some of the basics like pepperoni, sausage, etc., they also have pizzas with prosciutto and roasted peppers, chicken and blue cheese, buffalo chicken, spinach and roast pork and others. We particularly like the Ashburner which had spinach, roasted red peppers, shredded mozzarella, buffalo mozzarella and prosciutto.

I'm sure the Ashburner Inn has other good food, but I will be back again for the pizza!"
user:hLE_z5zH83DkGBDQ-CnCJg,User,,
business:y3LlrItb8nrzMYYiqQee3g,Business,,
aspect:rk9bhpyPEKUFqBEDp4jATA#1,Aspect,,
opinion:delicious and some of the best I've had,Opinion,delicious and some of the best I've had,
aspect:rk9bhpyPEKUFqBEDp4jATA#2,Aspect,,
opinion:crust was light and crispy,Opinion,crust was light and crispy,
aspect:rk9bhpyPEKUFqBEDp4jATA#3,Aspect,,
opinion:variety of topping choice was great,Opinion,variety of topping choice was great,
aspect:rk9bhpyPEKUFqBEDp4jATA#4,Aspect,,
opinion:half price pizza night and the price was certainly right,Opinion,half price pizza night and the price was certainly right,
aspect:rk9bhpyPEKUFqBEDp4jATA#5,Aspect,,
opinion:half price pizza night,Opinion,half price pizza night,
aspect:rk9bhpyPEKUFqBEDp4jATA#6,Aspect,,
"opinion:bright, cheery and very clean dining room",Opinion,"bright, cheery and very clean dining room",
review:pxG_jZwywkF4-nVz0RGPJQ,Review,,The food is excellent and there is a good selection of drinks to choose from including Paddy's Irish Whiskey. The bartender was friendly and attentive.
user:JM9KeARoaCtg1sXv5o3tcg,User,,
business:8MoqZqlNN9AXzG91_Hpc_Q,Business,,
aspect:pxG_jZwywkF4-nVz0RGPJQ#1,Aspect,,
aspect:pxG_jZwywkF4-nVz0RGPJQ#2,Aspect,,
opinion:good selection of drinks including Paddy's Irish Whiskey,Opinion,good selection of drinks including Paddy's Irish Whiskey,
aspect:pxG_jZwywkF4-nVz0RGPJQ#3,Aspect,,
opinion:friendly and attentive,Opinion,friendly and attentive,
review:tkmVJUk-SBhrF6_r-KFnAQ,Review,,"We got a slice of Red Velvet cake to take back to the room and our friends got a slice of the Lemon cake (sorry, I didn't get a picture of the lemon slice). OMG! They were absolutely delicious! They both had the perfect amount of frosting and cake ratio for each bite. I highly recommend a cake slice from here!"
user:2WEFQLpntv28SXsBHJWAHw,User,,
business:5N33VO4gB41-8Cqm0FzbGA,Business,,
aspect:tkmVJUk-SBhrF6_r-KFnAQ#1,Aspect,,
aspect:tkmVJUk-SBhrF6_r-KFnAQ#2,Aspect,,
opinion:perfect amount of frosting and cake ratio,Opinion,perfect amount of frosting and cake ratio,
review:vFT48fYbvXstdQxcEiDT8w,Review,,"My girlfriend and I were walking down State st. and decided to stop in for a drink.  I was denied access to entering due to the white polo shirt I was wearing. (Banana Republic white polo).  The shirt is very clean and I am a 53 yr old business owner.  I asked the hostess, about a gentleman I could see inside at a table with the exact same shirt on. !... She said he must of gotten in before her shift. OMG Really?  I basically thought this was lame and I have never been denied access to any establishment. We simply went next door and took our business elsewhere.  Im still shaking my head wondering what the hell happened. I will not ever attempt to get a drink there again even with a different shirt on. There lose."
user:8a_4fVgDuenThfYFfKAqZg,User,,
business:l_slvEnh4v3W8BXF1gYlcQ,Business,,
aspect:vFT48fYbvXstdQxcEiDT8w#1,Aspect,,
"opinion:denied entry because of shirt, hostess was dismissive",Opinion,"denied entry because of shirt, hostess was dismissive",
aspect:vFT48fYbvXstdQxcEiDT8w#2,Aspect,,
"opinion:will not return, very disappointed",Opinion,"will not return, very disappointed",
review:3E0t-qHUMFOyLH2_WxZZ1w,Review,,"I checked out this place on the first morning it opened. I was glad to see that another business opened in Downtown area, where much more developments besides residentials are needed. However, it sucks that it's another chain coffee shop. =[

The decor is pretty nice, I guess it's because it's a new place, but the some things were questionable. I do like the fact that it has wifi capabilities that I can just walk down from home to get something to drink and be connected.

The coffee... well, it's ok. I had their house blend, and it tasted very sour. I'm not really into acidic coffees. My friend ordered  a cappunccino and it was descent. The froth was actually very impressive, but the espresso, not the best. However, their service is excellent.  so I'll go back and see how they've improved. 

BTW, they rost their own coffee beans, so if they're rosting them beans while you're there, watch out b/c all that aroma will get you WIRED for sure."
user:4jCn0zaFdCB1yC0h5am1FQ,User,,
business:3hUjlS-wMHJyUrgacwmpAg,Business,,
aspect:3E0t-qHUMFOyLH2_WxZZ1w#1,Aspect,,
opinion:pretty nice,Opinion,pretty nice,
aspect:3E0t-qHUMFOyLH2_WxZZ1w#2,Aspect,,
opinion:opened in Downtown area where developments are needed,Opinion,opened in Downtown area where developments are needed,
aspect:3E0t-qHUMFOyLH2_WxZZ1w#3,Aspect,,
subcategory:WiFi,Subcategory,WiFi,
opinion:can just walk down from home to get something to drink and be connected,Opinion,can just walk down from home to get something to drink and be connected,
aspect:3E0t-qHUMFOyLH2_WxZZ1w#4,Aspect,,
opinion:tasted very sour,Opinion,tasted very sour,
aspect:3E0t-qHUMFOyLH2_WxZZ1w#5,Aspect,,
opinion:froth was actually very impressive,Opinion,froth was actually very impressive,
aspect:3E0t-qHUMFOyLH2_WxZZ1w#6,Aspect,,
opinion:espresso not the best,Opinion,espresso not the best,
aspect:3E0t-qHUMFOyLH2_WxZZ1w#7,Aspect,,
opinion:service is excellent,Opinion,service is excellent,
aspect:3E0t-qHUMFOyLH2_WxZZ1w#8,Aspect,,
"opinion:roast their own coffee beans, aroma will get you wired",Opinion,"roast their own coffee beans, aroma will get you wired",
review:-Au7NPy4zxNvB2AOmn13wQ,Review,,I've had many meals at Kayne Prime. But my last meal that we shared with some friends was beyond words.   My wife and I shared a wagyu ribeye that was on special. Amazing! This is the best steakhouse in the southeast IMHO.
user:JLTGSUwh4LaPWLRffaiurQ,User,,
business:XrikSy0DQ_fhVCaRRBJI-g,Business,,
aspect:-Au7NPy4zxNvB2AOmn13wQ#1,Aspect,,
opinion:Amazing!,Opinion,Amazing!,
aspect:-Au7NPy4zxNvB2AOmn13wQ#2,Aspect,,
subcategory:Special,Subcategory,Special,
opinion:wagyu ribeye was on special,Opinion,wagyu ribeye was on special,
aspect:-Au7NPy4zxNvB2AOmn13wQ#3,Aspect,,
opinion:best steakhouse in the southeast,Opinion,best steakhouse in the southeast,
review:6ZCRkNbG6EdyJnASeKqfrQ,Review,,"I usually don't go out for tacos, but when I realized this franchised taco shop was locally based, I decided to give it a try.  I really liked that they had a variety of tacos available including a chili ground beef soft taco and a chicken soft taco.  I loaded them with what ever toppings they had and selected the 2nd of five heat sauces since I wanted some heat and flavor, but not too much that might override the taste.

The ingredients were fresh and the taco shells were sturdy enough to stay together while loaded.  

The amount of chili on the chili taco was minimal and was a bit disappointing.  The chicken version had a lot more meat, but it seemed like standard chicken deli meat, not seasoned like I might find at some other Mexican restaurants.  

The staff was friendly and fairly quick on building my meal, but they have very limited interaction other than calling your name when your order is ready.  

No tipping or busing of the tables by the staff seemed apparent.

Plenty of parking in the common lot of the strip mall.

Review #1985"
user:wXdbkFZsfDR7utJvbWElyA,User,,
business:zNsj7DIcD7-TNWRr8IlTDA,Business,,
aspect:6ZCRkNbG6EdyJnASeKqfrQ#1,Aspect,,
opinion:ingredients were fresh,Opinion,ingredients were fresh,
aspect:6ZCRkNbG6EdyJnASeKqfrQ#2,Aspect,,
opinion:taco shells were sturdy enough to stay together while loaded,Opinion,taco shells were sturdy enough to stay together while loaded,
aspect:6ZCRkNbG6EdyJnASeKqfrQ#3,Aspect,,
opinion:amount of chili was minimal and disappointing,Opinion,amount of chili was minimal and disappointing,
aspect:6ZCRkNbG6EdyJnASeKqfrQ#4,Aspect,,
opinion:chicken version had a lot more meat,Opinion,chicken version had a lot more meat,
aspect:6ZCRkNbG6EdyJnASeKqfrQ#5,Aspect,,
"opinion:standard chicken deli meat, not seasoned like other Mexican restaurants",Opinion,"standard chicken deli meat, not seasoned like other Mexican restaurants",
aspect:6ZCRkNbG6EdyJnASeKqfrQ#6,Aspect,,
opinion:staff was friendly,Opinion,staff was friendly,
aspect:6ZCRkNbG6EdyJnASeKqfrQ#7,Aspect,,
opinion:fairly quick on building my meal,Opinion,fairly quick on building my meal,
aspect:6ZCRkNbG6EdyJnASeKqfrQ#8,Aspect,,
opinion:no tipping or busing of the tables by staff seemed apparent,Opinion,no tipping or busing of the tables by staff seemed apparent,
aspect:6ZCRkNbG6EdyJnASeKqfrQ#9,Aspect,,
subcategory:Parking,Subcategory,Parking,
opinion:Plenty of parking in the common lot,Opinion,Plenty of parking in the common lot,
review:a3jOHKLWsVz32e3ylEZS_A,Review,,"Beautiful and spacious ambience. 
Clean bathrooms. 

Parking is a bit tight off the street but a small handful more parking spots are available in the back.
Good lively location. 

Food: 
Quantity: extremely generous and very filling. 
Great healthy vegetarian options available

We got their made to order falafel and vegetarian wraps and what they call madd loaded falafel pita pizza - amazing! 
For appetizer we ordered their spicy greek feta cheese fries  - yummy  

And to top it off we shared Baklava Milk shake!! Surprisingly heavenly!! It's just like Baklava! Delicious, scrumptious with pieces of nuts and pistachios, with phyllo layers and honey, with ice cream and whipped cream topping! 
... every dessert lover's dream but not for so health conscious folks ... we indulged and we shared and yet we couldn't finish it! 

Customer service was extremely prompt and professional, friendly and they listened to your requests. They promptly refilled our beverages and were consistently checking in on us. 

Will go again! Great food and great option!"
user:oGeAVgN3sJUr-YvFmHRdLg,User,,
business:WBdJ_3M3NC5RQZgGK_dPgA,Business,,
aspect:a3jOHKLWsVz32e3ylEZS_A#1,Aspect,,
opinion:beautiful and spacious ambience,Opinion,beautiful and spacious ambience,
aspect:a3jOHKLWsVz32e3ylEZS_A#2,Aspect,,
detail:Bathroom,Detail,Bathroom,
opinion:clean bathrooms,Opinion,clean bathrooms,
aspect:a3jOHKLWsVz32e3ylEZS_A#3,Aspect,,
opinion:tight off the street but a small handful more parking spots are available in the back,Opinion,tight off the street but a small handful more parking spots are available in the back,
aspect:a3jOHKLWsVz32e3ylEZS_A#4,Aspect,,
opinion:good lively location,Opinion,good lively location,
aspect:a3jOHKLWsVz32e3ylEZS_A#5,Aspect,,
opinion:extremely generous and very filling,Opinion,extremely generous and very filling,
aspect:a3jOHKLWsVz32e3ylEZS_A#6,Aspect,,
opinion:great healthy vegetarian options available,Opinion,great healthy vegetarian options available,
aspect:a3jOHKLWsVz32e3ylEZS_A#7,Aspect,,
opinion:made to order falafel and vegetarian wraps ... amazing,Opinion,made to order falafel and vegetarian wraps ... amazing,
aspect:a3jOHKLWsVz32e3ylEZS_A#8,Aspect,,
opinion:spicy greek feta cheese fries - yummy,Opinion,spicy greek feta cheese fries - yummy,
aspect:a3jOHKLWsVz32e3ylEZS_A#9,Aspect,,
"opinion:Baklava Milk shake ... heavenly, delicious, scrumptious",Opinion,"Baklava Milk shake ... heavenly, delicious, scrumptious",
aspect:a3jOHKLWsVz32e3ylEZS_A#10,Aspect,,
opinion:couldn't finish it,Opinion,couldn't finish it,
aspect:a3jOHKLWsVz32e3ylEZS_A#11,Aspect,,
"opinion:extremely prompt and professional, friendly and they listened to your requests",Opinion,"extremely prompt and professional, friendly and they listened to your requests",
aspect:a3jOHKLWsVz32e3ylEZS_A#12,Aspect,,
opinion:Will go again! Great food and great option,Opinion,Will go again! Great food and great option,
review:I6AaRfHvv4sDm590TWnjPw,Review,,"NEVER have I had such great Chinese food! The steamed dumplings were good, General Tso's was awesome. I dont normally write reviews but there thoroughness with my order was above and beyond professionalism. They are my new go to Chinese resturant. And my order came quick!"
user:utqICcMNsz-cSfbNSbOQYQ,User,,
business:owM_gW2UpuL9U3ZgqhvahA,Business,,
aspect:I6AaRfHvv4sDm590TWnjPw#1,Aspect,,
opinion:great Chinese food,Opinion,great Chinese food,
aspect:I6AaRfHvv4sDm590TWnjPw#2,Aspect,,
opinion:steamed dumplings were good,Opinion,steamed dumplings were good,
aspect:I6AaRfHvv4sDm590TWnjPw#3,Aspect,,
opinion:General Tso's was awesome,Opinion,General Tso's was awesome,
aspect:I6AaRfHvv4sDm590TWnjPw#4,Aspect,,
opinion:above and beyond professionalism,Opinion,above and beyond professionalism,
aspect:I6AaRfHvv4sDm590TWnjPw#5,Aspect,,
opinion:order came quick,Opinion,order came quick,
review:7zJMuRLCcTe78mZhb2ngHg,Review,,"I'm so disappointed with my visit here. I visited Bacon Boss when they were on the grilled cheese festival. I was so looking forward to an amazing grilled cheese with some fries. After waiting for almost 45 minutes for my order to come out, I was so annoyed with waiting that the food wasn't even enjoyable. The grilled cheese was so tiny and totally something I could've made at home for $2. The fries weren't anything special and they didn't even have ketchup or anything to dip them in. The lady in the truck kept running out to tell the customers that they were running low. They should've been more than plenty stocked knowing how big of a crowd they were going to attract. Very disappointed."
user:uvRTbrifQLVWe_ultDd12Q,User,,
business:_yk7klwrfUIX1qhaITV2nA,Business,,
aspect:7zJMuRLCcTe78mZhb2ngHg#1,Aspect,,
opinion:grilled cheese was so tiny,Opinion,grilled cheese was so tiny,
aspect:7zJMuRLCcTe78mZhb2ngHg#2,Aspect,,
opinion:could've made at home for $2,Opinion,could've made at home for $2,
aspect:7zJMuRLCcTe78mZhb2ngHg#3,Aspect,,
opinion:the food wasn't even enjoyable,Opinion,the food wasn't even enjoyable,
aspect:7zJMuRLCcTe78mZhb2ngHg#4,Aspect,,
opinion:fries weren't anything special and they didn't have ketchup to dip them in,Opinion,fries weren't anything special and they didn't have ketchup to dip them in,
aspect:7zJMuRLCcTe78mZhb2ngHg#5,Aspect,,
opinion:waited for almost 45 minutes for my order,Opinion,waited for almost 45 minutes for my order,
aspect:7zJMuRLCcTe78mZhb2ngHg#6,Aspect,,
opinion:the lady in the truck kept running out to tell customers they were low on stock,Opinion,the lady in the truck kept running out to tell customers they were low on stock,
aspect:7zJMuRLCcTe78mZhb2ngHg#7,Aspect,,
opinion:grilled cheese could've been made at home for $2,Opinion,grilled cheese could've been made at home for $2,
review:M2ZksSuorP8KUUCj8sNoSg,Review,,"Worst service ever. Was embarrassed on my client lunch with the slow service. Server forgot to ring in our order (didnt even apologize), then came to ask me what we had ordered (for a table of 3) so she could ring it in, waited another 45 mins, Food runners brought our food, then the server didnt bother to come quality check. No drink refills, and she let dirty plates sit on our table.

Waited a total of 2 and a half hours for lunch. Was supposed to be booking a company dinner  there for 20 people in the private room and will definitely NOT be doing so now. Its a shame as they are just down the road from our office."
user:YmbEwgMZorJS94EVd7nPvA,User,,
business:IhN-DlnytNvnzCoTIwwfgQ,Business,,
aspect:M2ZksSuorP8KUUCj8sNoSg#1,Aspect,,
opinion:forgot to ring in our order and didn't apologize,Opinion,forgot to ring in our order and didn't apologize,
aspect:M2ZksSuorP8KUUCj8sNoSg#2,Aspect,,
opinion:slow service,Opinion,slow service,
aspect:M2ZksSuorP8KUUCj8sNoSg#3,Aspect,,
opinion:no drink refills and let dirty plates sit on our table,Opinion,no drink refills and let dirty plates sit on our table,
aspect:M2ZksSuorP8KUUCj8sNoSg#4,Aspect,,
opinion:waited a total of 2 and a half hours for lunch,Opinion,waited a total of 2 and a half hours for lunch,
aspect:M2ZksSuorP8KUUCj8sNoSg#5,Aspect,,
subcategory:Reservation,Subcategory,Reservation,
opinion:booking a company dinner for 20 people in the private room will not be done,Opinion,booking a company dinner for 20 people in the private room will not be done,
